Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
"[4 br, 2 bath House - 1125 Albion Rd](https://www.apartments.com/4-br-2-bath-house-1125-albion-rd-boulder-co/b1plwsb/)",,"[1125 Albion Rd, Boulder, CO 80305](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1125+Albion+Rd,+Boulder,+CO+80305/data=!4m2!4m1!3e2)",,,"$3,000 ",,,Dogs Allowed,4.45 mi,11 mins,,,,"* No Cats Allowed, Amenities - updated appliances, in unit laundry, hardwood floors, Yard",,,,,,,
"[3 br, 3 bath House - 1041 Lincoln Avenue](https://www.apartments.com/3-br-3-bath-house-1041-lincoln-avenue-louisville-co/n9s4m8m/)",,"[1041 Lincoln Ave, Louisville, CO 80027](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1041+Lincoln+Ave,+Louisville,+CO+80027/data=!4m2!4m1!3e2)",,,"$2,895 ",,,No Pets Allowed,8.45 mi,16 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - white trim, large open layout, great natural light, va",* Washer/Dryer,,,,,,
"[3 br, 1.5 bath House - 766 W Cleveland Circle](https://www.apartments.com/3-br-15-bath-house-766-w-cleveland-circle-lafayette-co/q18z6cz/)",,"[766 W Cleveland Cir, Lafayette, CO 80026](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/766+W+Cleveland+Cir,+Lafayette,+CO+80026/data=!4m2!4m1!3e2)",,,"$1,995 ",,,,9.7 mi,20 mins,,,,,,,,,,,
[11242 Osage Cir](https://www.apartments.com/11242-osage-cir-northglenn-co/xpke7cn/),,"[11242 Osage Cir, Northglenn, CO 80234](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/11242+Osage+Cir,+Northglenn,+CO+80234/data=!4m2!4m1!3e2)",,"1,531 Sq Ft","$2,095 ",,2095,Dogs Allowed,18.5 mi,27 mins,,,,"* No Cats Allowed, Amenities - central heating and cooling, breakfast bar, carpet flooring, ceiling fa",* Washer/Dryer,,,,,,
"[4 br, 2 bath House - 290 Kattell Street](https://www.apartments.com/4-br-2-bath-house-290-kattell-street-erie-co/c4fyh0f/)",,"[290 Kattell St, Erie, CO 80516](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/290+Kattell+St,+Erie,+CO+80516/data=!4m2!4m1!3e2)",,,"$2,600 ",,,Dogs Allowed,13.350000000000001 mi,25 mins,,,,,,,,,,,
"[1 br, 1 bath House - 3035 O'Neal Parkway #V36](https://www.apartments.com/1-br-1-bath-house-3035-oneal-parkway-v36-boulder-co/ymljevr/)",,"[3035 O&#39;Neal Pkwy, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3035+O&#39;Neal+Pkwy,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",700 Sq Ft,,"$1,500 ",1500,,No Pets Allowed,1.4 mi,4 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - condo, reserved/assigned parking, fireplace, clubhouse",* Washer/Dryer * Air Conditioning,,,,,,
"[3 br, 3.5 bath House - 2200 Watersong Circle](https://www.apartments.com/3-br-35-bath-house-2200-watersong-circle-longmont-co/gest9hy/)",,"[2200 Watersong Cir, Longmont, CO 80504](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2200+Watersong+Cir,+Longmont,+CO+80504/data=!4m2!4m1!3e2)",,,"$2,150 ",,,Dogs Allowed,12.7 mi,20 mins,,,,,,,,,,,
"[1 br, 1 bath House - 1190 Opal Place #203](https://www.apartments.com/1-br-1-bath-house-1190-opal-place-203-broomfield-co/dqnxrlj/)",,"[1190 Opal St, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1190+Opal+St,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",725 Sq Ft,,"$1,800 ",1800,,No Pets Allowed,13.3 mi,19 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - clubhouse, exercise facility, extra storage, fireplace",* Washer/Dryer * Air Conditioning,* Furnished,,,* Furnished,,
"[4 br, 3 bath House - 3973 Bosque Court](https://www.apartments.com/4-br-3-bath-house-3973-bosque-court-boulder-co/ydqtxes/)",,"[3973 Bosque Ct, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3973+Bosque+Ct,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,,"$4,000 ",,,No Pets Allowed,2.5 mi,9 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - extra storage, fireplace, five-piece bath, granite cou",* Washer/Dryer * Air Conditioning,* Furnished,,,* Furnished,,
"[3 br, 2 bath Apartment - 120 E Grace Place](https://www.apartments.com/3-br-2-bath-apartment-120-e-grace-place-federal-heights-co/rhh00x2/)",,"[120 E Grace Pl, Federal Heights, CO 80221](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/120+E+Grace+Pl,+Federal+Heights,+CO+80221/data=!4m2!4m1!3e2)",,,"$1,775 ",,,Dogs Allowed,21.35 mi,24 mins,,,* Dishwasher,"* Amenities - new range, basketball court, playground",* Washer/Dryer,,,,,,
[2039 11th St](https://www.apartments.com/2039-11th-st-boulder-co/955vvf7/),,"[2039 11th St, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2039+11th+St,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",710 Sq Ft,,"$3,540 ",3540,,No Pets Allowed,1.55 mi,7 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - secure building entrance, parking garage, granite coun",* Air Conditioning,* Furnished,,* Laundry Facilities,* Furnished,,
"[3 br, 2 bath House - 3550 Broadway #A](https://www.apartments.com/3-br-2-bath-house-3550-broadway-a-boulder-co/rr9k870/)",,"[3550 Broadway, Boulder, CO 80304](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3550+Broadway,+Boulder,+CO+80304/data=!4m2!4m1!3e2)",,,"$2,700 ",,,Dogs Allowed,2.8 mi,9 mins,,,,"* Amenities - 18 month lease, triplex, hiking/biking trails nearby, main level bedroom, mountain views",* Washer/Dryer,,,,,,
"[2 br, 2 bath Apartment - 2380 West 76th Ave](https://www.apartments.com/2-br-2-bath-apartment-2380-west-76th-ave-denver-co/5yr193q/)",,"[2380 W 76th Ave, Denver, CO 80221](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2380+W+76th+Ave,+Denver,+CO+80221/data=!4m2!4m1!3e2)",,914 Sq Ft,"$1,659 ",,1659,Dogs Allowed,20.15 mi,23 mins,,,* Dishwasher,* Amenities - new range,,,,,,,
"[3 br, 2 bath House - 867 20th Street #1](https://www.apartments.com/3-br-2-bath-house-867-20th-street-1-boulder-co/jycts27/)",,"[867 20th St, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/867+20th+St,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,,"$3,900 ",,,No Pets Allowed,1.5 mi,6 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - 24 month lease, duplex, students allowed, unfenced yar",* Washer/Dryer,,,,,,
"[4 br, 5 bath House - 1012 Katy Lane](https://www.apartments.com/4-br-5-bath-house-1012-katy-lane-longmont-co/gly54wz/)",,"[1012 Katy Ln, Longmont, CO 80504](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1012+Katy+Ln,+Longmont,+CO+80504/data=!4m2!4m1!3e2)",,,"$3,200 ",,,Dogs Allowed,13.399999999999999 mi,20 mins,,,,,,,,,,,
"[4 br, 3.5 bath House - 1250 Columbine Way](https://www.apartments.com/4-br-35-bath-house-1250-columbine-way-erie-co/9kcn956/)",,"[1250 Columbine Way, Erie, CO 80516](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1250+Columbine+Way,+Erie,+CO+80516/data=!4m2!4m1!3e2)",,,"$2,990 ",,,Dogs Allowed,12.7 mi,25 mins,,,,"* No Cats Allowed, Amenities - extra storage, fireplace, five-piece bath, granite countertops, hardwoo",* Washer/Dryer * Air Conditioning,,,,,,
"[5 br, 2 bath House - 1529 Arapahoe Avenue](https://www.apartments.com/5-br-2-bath-house-1529-arapahoe-avenue-boulder-co/dw3z74k/)",,"[1529 Arapahoe Ave, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1529+Arapahoe+Ave,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,,"$3,600 ",,,No Pets Allowed,1.1 mi,5 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - house, pre-lease, hardwood floors, hiking/biking trail",* Washer/Dryer,,,,,,
"[4 br, 3 bath House - 1272 Doric Drive](https://www.apartments.com/4-br-3-bath-house-1272-doric-drive-lafayette-co/rdsfr63/)",,"[1272 Doric Dr, Lafayette, CO 80026](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1272+Doric+Dr,+Lafayette,+CO+80026/data=!4m2!4m1!3e2)",,,"$2,400 ",,,Dogs Allowed,9.55 mi,19 mins,,,,,,,,,,,
[2333 Spruce St Unit 1-4](https://www.apartments.com/2333-spruce-st-boulder-co-unit-1-4/xjmt5gn/),,"[2333 Spruce St, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2333+Spruce+St,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,,"$2,525 ",,,No Pets Allowed,0.8 mi,4 mins,,,,"* No Dogs Allowed, No Cats Allowed",,,,,,,
[5475 Primrose Ln](https://www.apartments.com/5475-primrose-ln-denver-co/r0kbkd3/),,"[5475 Primrose Ln, Denver, CO 80221](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/5475+Primrose+Ln,+Denver,+CO+80221/data=!4m2!4m1!3e2)",,"1,000 Sq Ft","$1,300 ",,1300,No Pets Allowed,21.799999999999997 mi,28 mins,,,,"* No Dogs Allowed, No Cats Allowed",,,,,,,
"[3 br, 2 bath House - 906 Milo Circle #B](https://www.apartments.com/3-br-2-bath-house-906-milo-circle-b-lafayette-co/m38l9ch/)",,"[906 Milo Cir, Lafayette, CO 80026](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/906+Milo+Cir,+Lafayette,+CO+80026/data=!4m2!4m1!3e2)",,,"$2,000 ",,,Dogs Allowed,10.35 mi,20 mins,,,,"* No Cats Allowed, Amenities - extra storage, fireplace, hardwood floors, hiking/biking trails nearby,",* Washer/Dryer,,,,,,
"[5 br, 5 bath House - 6424 South Boulder Road](https://www.apartments.com/5-br-5-bath-house-6424-south-boulder-road-boulder-co/1g7lvm4/)",,"[6424 S Boulder Rd, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/6424+S+Boulder+Rd,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",,,"$5,995 ",,,Dogs Allowed,4.5 mi,9 mins,,,,"* Amenities - large windows, open floor plan, zen courtyard, vaulted ceilings, ceiling fans, carpet, t",* Air Conditioning,,,,,,
"[4 br, 2 bath House - 9929 Appletree Pl](https://www.apartments.com/4-br-2-bath-house-9929-appletree-pl-thornton-co/d9y599j/)",,"[9929 Appletree Pl, Thornton, CO 80260](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/9929+Appletree+Pl,+Thornton,+CO+80260/data=!4m2!4m1!3e2)",,,"$2,100 ",,,Dogs Allowed,18.45 mi,26 mins,,,,* No Cats Allowed,,,,,,,
"[4 br, 1 bath House - 1623 19th Street #15](https://www.apartments.com/4-br-1-bath-house-1623-19th-street-15-boulder-co/cqkxykf/)",,"[1623 19th St, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1623+19th+St,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,,"$2,900 ",,,Dogs Allowed,0.9 mi,4 mins,,,,"* Amenities - apartment, hiking/biking trails nearby, mountain views, students allowed, vaulted ceilin",* Air Conditioning,,,,,,
[1995 East Coalton Road](https://www.apartments.com/1995-east-coalton-road-broomfield-co/hk7qsk2/),,"[1995 East Coalton Road, Broomfield, CO 80021](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1995+East+Coalton+Road,+Broomfield,+CO+80021/data=!4m2!4m1!3e2)",,,"$5,010 ",,,Dogs Allowed,9.9 mi,14 mins,,,,"* Amenities - community firepit, lake, hot tub, tennis court, basketball court, clubhouse, cookware, l",* Washer/Dryer,* Furnished,,,* Furnished,,
"[4 br, 3 bath House - 7580 DeFrame St](https://www.apartments.com/4-br-3-bath-house-7580-deframe-st-arvada-co/50bxjmq/)",,"[7580 Deframe St, Arvada, CO 80005](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/7580+Deframe+St,+Arvada,+CO+80005/data=!4m2!4m1!3e2)",,,"$2,200 ",,,No Pets Allowed,17.7 mi,28 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - sprinkler system, storage shed, fireplace, stainless a",,,,,,,
"[2 br, 1.5 bath House - 277 Pheasant Run](https://www.apartments.com/2-br-15-bath-house-277-pheasant-run-louisville-co/hwh00g0/)",,"[277 Pheasant Run, Louisville, CO 80027](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/277+Pheasant+Run,+Louisville,+CO+80027/data=!4m2!4m1!3e2)",,"1,056 Sq Ft","$1,900 ",,1900,Dogs Allowed,7.75 mi,14 mins,,,,"* Amenities - stainless steel appliances, townhouse",* Washer/Dryer * Air Conditioning,,,,,,
"[2 br, 2 bath House - 13456 Via Varra #431](https://www.apartments.com/2-br-2-bath-house-13456-via-varra-431-broomfield-co/c3b5h7d/)",,"[13456 Via Varra, Broomfield, CO 80020](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/13456+Via+Varra,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",,"1,098 Sq Ft","$1,650 ",,1650,Dogs Allowed,10.5 mi,15 mins,,,* Dishwasher,"* No Cats Allowed, Amenities - community gym, granite countertops",* Washer/Dryer * Air Conditioning,,,,,,
[7505-7511 Stuart St](https://www.apartments.com/7505-7511-stuart-st-westminster-co/52cv4hn/),,"[7505-7511 Stuart St, Westminster, CO 80030](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/7505-7511+Stuart+St,+Westminster,+CO+80030/data=!4m2!4m1!3e2)",,736 Sq Ft,"$1,050 ",,1050,No Pets Allowed,18.6 mi,24 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - stainless steel appliances, shared yard, Resident Pays",,,,,,,
[1301 30th St](https://www.apartments.com/1301-30th-st-boulder-co/jz3n4g6/),,"[1301 30th St, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1301+30th+St,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",660 Sq Ft,,"$1,495 ",1495,,Dogs Allowed,0.6 mi,2 mins,,,,,,,,,,,
[11249 Colony Row](https://www.apartments.com/11249-colony-row-broomfield-co/z384zww/),,"[11249 Colony Row, Broomfield, CO 80021](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/11249+Colony+Row,+Broomfield,+CO+80021/data=!4m2!4m1!3e2)",,"1,242 Sq Ft","$1,995 ",,1995,,13.2 mi,18 mins,,,,,,,,,,,
[Beautiful Townhome in Northglenn](https://www.apartments.com/beautiful-townhome-in-northglenn-northglenn-co/z044wmx/),,"[2233 E 111th Dr, Northglenn, CO 80233](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2233+E+111th+Dr,+Northglenn,+CO+80233/data=!4m2!4m1!3e2)",,,"$1,695 ",,,,21.299999999999997 mi,33 mins,,,,,,,,,,,
[3338 North Adams Street](https://www.apartments.com/3338-north-adams-street-denver-co/gl6998x/),,"[3338 Adams St, Denver, CO 80205](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3338+Adams+St,+Denver,+CO+80205/data=!4m2!4m1!3e2)",,,"$1,500 ",,,,27.450000000000003 mi,33 mins,,,,,,,,,,,
[44 Dartmouth Cir](https://www.apartments.com/44-dartmouth-cir-longmont-co/5mgvgxn/),,"[44 Dartmouth Cir, Longmont, CO 80503](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/44+Dartmouth+Cir,+Longmont,+CO+80503/data=!4m2!4m1!3e2)",,,"$2,550 ",,,Dogs and Cats Allowed,15.05 mi,24 mins,,,,,,,,,,,
[3834 N Pecos St](https://www.apartments.com/3834-n-pecos-st-denver-co/t79sep9/),,"[3834 N Pecos St, Denver, CO 80211](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3834+N+Pecos+St,+Denver,+CO+80211/data=!4m2!4m1!3e2)",,"1,100 Sq Ft","$2,300 ",,2300,,26.05 mi,29 mins,,,* Dishwasher * Microwave,,,,,,,,
[3119 Bell Dr](https://www.apartments.com/3119-bell-dr-boulder-co/ng7dlhn/),,"[3119 Bell Dr, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3119+Bell+Dr,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,,"$2,200 ",,,Dogs and Cats Allowed,2.15 mi,7 mins,,,,,* Fireplace,,,,,,
[4674 White Rock Cir Unit 12](https://www.apartments.com/4674-white-rock-cir-boulder-co-unit-12/s9r8r87/),,"[4674 White Rock Cir, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/4674+White+Rock+Cir,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,887 Sq Ft,"$1,675 ",,1675,,5.1 mi,11 mins,,,,,,,,,,,
[6985 Stuart St Unit 209](https://www.apartments.com/6985-stuart-st-westminster-co-unit-209/9kmd096/),,"[6985 Stuart St, Westminster, CO 80030](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/6985+Stuart+St,+Westminster,+CO+80030/data=!4m2!4m1!3e2)",568 Sq Ft,,$925 ,925,,Dogs and Cats Allowed,19.85 mi,25 mins,,,,,* Air Conditioning,,,,,,
[805 29th St Unit 410](https://www.apartments.com/805-29th-st-boulder-co-unit-410/nrx5e7n/),,"[805 29th St, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/805+29th+St,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",661 Sq Ft,,"$1,650 ",1650,,Dogs and Cats Allowed,1.3 mi,5 mins,,,,,,,,,,,
[Amazing 2BD/2BA Chautauqua Home!](https://www.apartments.com/amazing-2bd-2ba-chautauqua-home-boulder-co/t3k0fvb/),,"[1714 Mariposa Ave, Boulder, CO 80302](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1714+Mariposa+Ave,+Boulder,+CO+80302/data=!4m2!4m1!3e2)",,"1,842 Sq Ft","$2,695 ",,2695,,2.25 mi,8 mins,,,* Dishwasher,,* Fireplace,,,,,,
[1242 Sumner St](https://www.apartments.com/1242-sumner-st-longmont-co/ekpl9cq/),,"[1242 Sumner St, Longmont, CO 80501](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1242+Sumner+St,+Longmont,+CO+80501/data=!4m2!4m1!3e2)",,,"$1,950 ",,,Dogs and Cats Allowed,15.2 mi,24 mins,Garage and Other,,,,* Washer/Dryer * Air Conditioning,,,,,,
[7414 Singing Hills Dr Unit #K](https://www.apartments.com/7414-singing-hills-dr-boulder-co-unit-k/ly5ks6e/),,"[7414 Singing Hills Dr, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/7414+Singing+Hills+Dr,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,965 Sq Ft,"$1,650 ",,1650,Dogs and Cats Allowed,7.4 mi,16 mins,,,,,* Fireplace,,,,,,
[Cute 2 Bedroom Condo](https://www.apartments.com/cute-2-bedroom-condo-westminster-co-unit-20/k69yzfb/),,"[12143 Melody Dr, Westminster, CO 80234](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/12143+Melody+Dr,+Westminster,+CO+80234/data=!4m2!4m1!3e2)",,900 Sq Ft,"$1,395 ",,1395,,17.7 mi,27 mins,,,,,,,,,,,
[3035 O'Neal Pkwy](https://www.apartments.com/3035-oneal-pkwy-boulder-co/ymjmzss/),,"[3035 O&#39;Neal Pkwy, Boulder, CO 80301](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3035+O&#39;Neal+Pkwy,+Boulder,+CO+80301/data=!4m2!4m1!3e2)",,"1,044 Sq Ft","$1,650 ",,1650,,1.4 mi,4 mins,,* Fitness Center * Pool,* Dishwasher * Microwave * Range * Refrigerator,,* Washer/Dryer Hookup,* Hardwood Floors,,,,,
[10562 Brewer Dr](https://www.apartments.com/10562-brewer-dr-northglenn-co/16h8j74/),,"[10562 Brewer Dr, Northglenn, CO 80234](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/10562+Brewer+Dr,+Northglenn,+CO+80234/data=!4m2!4m1!3e2)",,,"$1,795 ",,,,18.200000000000003 mi,26 mins,Garage,,* Dishwasher * Microwave * Range * Refrigerator,,* Air Conditioning,* Basement,,,,,
[12953 Lafayette St](https://www.apartments.com/12953-lafayette-st-thornton-co/lq9jrxg/),,"[12953 Lafayette St, Thornton, CO 80241](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/12953+Lafayette+St,+Thornton,+CO+80241/data=!4m2!4m1!3e2)",,"1,085 Sq Ft","$1,650 ",,1650,Dogs and Cats Allowed,23.1 mi,28 mins,,* Pool,* Dishwasher * Microwave,,* Air Conditioning,,,,,,
[4589 Federal Blvd](https://www.apartments.com/4589-federal-blvd-denver-co/tsglgjb/),,"[4589 Federal Blvd, Denver, CO 80211](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/4589+Federal+Blvd,+Denver,+CO+80211/data=!4m2!4m1!3e2)",,"1,070 Sq Ft","$1,195 ",,1195,,24.8 mi,29 mins,,,,,,,,,,,
[End Unit with Canal Views](https://www.apartments.com/end-unit-with-canal-views-westminster-co/1y64bf6/),,"[8235 W 90th Pl, Westminster, CO 80021](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/8235+W+90th+Pl,+Westminster,+CO+80021/data=!4m2!4m1!3e2)",,"1,100 Sq Ft","$1,595 ",,1595,,16.6 mi,23 mins,,,* Dishwasher * Range * Refrigerator,,* Washer/Dryer * Air Conditioning,* Tile Floors,,,,,
[2256 E 109th Pl](https://www.apartments.com/2256-e-109th-pl-northglenn-co/kmr66tb/),,"[2256 E 109th Pl, Northglenn, CO 80233](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/2256+E+109th+Pl,+Northglenn,+CO+80233/data=!4m2!4m1!3e2)",,,"$1,900 ",,,,21.55 mi,34 mins,Garage,,,,,,,,,,
[Lafayette Apartment](https://www.apartments.com/lafayette-apartment-lafayette-co/xc6rh1m/),,"[506 E Baseline Rd, Lafayette, CO 80026](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/506+E+Baseline+Rd,+Lafayette,+CO+80026/data=!4m2!4m1!3e2)",,"1,586 Sq Ft","$1,100 ",,1100,Dogs and Cats Allowed,10.3 mi,20 mins,,,* Dishwasher * Microwave * Refrigerator,,* Washer/Dryer * Air Conditioning,,,,,,
"[3 br, 2 bath House - 10405 Isabelle Road](https://www.apartments.com/3-br-2-bath-house-10405-isabelle-road-lafayette-co/310wlbg/)",,"[10405 Isabelle Rd, Lafayette, CO 80026](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/10405+Isabelle+Rd,+Lafayette,+CO+80026/data=!4m2!4m1!3e2)",,,"$2,800 ",,,Dogs Allowed,9.0 mi,17 mins,,,,,,,,,,,
"[3 br, 1.5 bath House - 5588 Pennsylvania Ave.](https://www.apartments.com/3-br-15-bath-house-5588-pennsylvania-ave-boulder-co/yc5gsfr/)",,"[5588 Pennsylvania Ave, Boulder, CO 80303](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/5588+Pennsylvania+Ave,+Boulder,+CO+80303/data=!4m2!4m1!3e2)",,,"$2,295 ",,,Dogs Allowed,2.5 mi,8 mins,,,,,,,,,,,
"[5 br, 3 bath House - 3460 Everett Drive](https://www.apartments.com/5-br-3-bath-house-3460-everett-drive-boulder-co/sl4lpg6/)",,"[3460 Everett Dr, Boulder, CO 80305](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/3460+Everett+Dr,+Boulder,+CO+80305/data=!4m2!4m1!3e2)",,,"$2,995 ",,,No Pets Allowed,4.85 mi,12 mins,,,,"* No Dogs Allowed, No Cats Allowed, Amenities - living room, carpet, dining room, family room, remodel",* Air Conditioning,,,* Laundry Facilities,,,
[4 Benthaven Pl](https://www.apartments.com/4-benthaven-pl-boulder-co/rtg5323/),,"[4 Benthaven Pl, Boulder, CO 80305](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/4+Benthaven+Pl,+Boulder,+CO+80305/data=!4m2!4m1!3e2)",,,"$2,595 ",,,,4.8 mi,11 mins,Garage,,* Dishwasher * Range * Refrigerator,,* Washer/Dryer Hookup,,,,,,* Yard
[700 Darby Ct Unit 3](https://www.apartments.com/700-darby-ct-longmont-co-unit-3/v0ndy5d/),,"[700 Darby Ct, Longmont, CO 80501](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/700+Darby+Ct,+Longmont,+CO+80501/data=!4m2!4m1!3e2)",,800 Sq Ft,"$1,095 ",,1095,,15.2 mi,26 mins,,,* Dishwasher * Range * Refrigerator,,,,,,,,
"[4 br, 2 bath House - 1495 N. Franklin Court](https://www.apartments.com/4-br-2-bath-house-1495-n-franklin-court-louisville-co/jemddk6/)",,"[1495 N Franklin Ct, Louisville, CO 80027](https://www.google.com/maps/dir/1710+29th+St,+Boulder,+CO+80301/1495+N+Franklin+Ct,+Louisville,+CO+80027/data=!4m2!4m1!3e2)",,,"$2,595 ",,,Dogs Allowed,8.85 mi,16 mins,,,,"* Amenities - hardwood floor, carpet, 1.5 car garage, near park, near shopping, near restaurants, near",* Washer/Dryer,,,,,,
