Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
[Pearl DTC](https://www.apartments.com/pearl-dtc-denver-co/xdzjsmn/),844-676-4391,"[7575 E Technology Way, Denver, CO 80237](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/7575+E+Technology+Way,+Denver,+CO+80237/data=!4m2!4m1!3e2)",604 - 720 Sq Ft,"1,070 - 1,262 Sq Ft","$1,448 - 2,629",1448-2217,1912-2629,"Dogs and Cats Allowed: We welcome a maximum of 2 pets per apartment home. Pet Deposit is $200. Pet Fee is $200. Monthly Pet Rent is $35. Breed restrictions apply. For more information, please call our leasing office.  * $200 Deposit * $35 Monthly Pet Rent * $200 Fee * 2 Pet Limit",13.55 mi,20 mins,Surface Lot 1 space.,* Fitness Center * Pool,* Dishwasher * Disposal * Kitchen * Microwave * Range * Refrigerator,"* 1057 Square Feet * 1070 sqft * 1215-1262 sqft * 2 Bedroom Loft * 3 Bedroom Direct Access Garage * 604 sqft * 648 Square Foot * 691-720 sqft * 924-969 sqft * A1 Den * Argyle * Attached Garage * Bathroom Window * Batik * Beautiful wood plank flooring * Billiards Clubroom * Botanical * Ceiling 10'1"" to 10'7"" * Ceiling 11'1"" * Ceiling 9'7"" to 9'10"" * Chevron * Closet Window * Conference Room * Croquis * Den* * Designer Quartz Countertops * Direct Access Garage * Double Corner * Double Corner Unit * Elevated Noise * Expansive windows * Foyer * Full-size washer/dryer * Handicap Accessible * Herringbone * Indoor Entertaining Room * In-home Washer & Dryer * In-home washer/dryer * Kitchen Cabinets * Kitchen Window * Light Quartz Countertop * Loft* * Luxury vinyl plank flooring * Madras * Modern Solid Wood Cabinetry * Outdoor Entertaining Room * Oversized windows * Park View * Partial Mountain View * Pet Spa * Pool View * Private Attached Garages in Select Homes * Putting Green * Resident Coordinator * Skyline View * South View * Spa * Stainless steel appliances * Two Bed Loft * White Cabinets",* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Storage Units * Wheelchair Accessible (Rooms),* Walk-In Closets * Window Coverings,"3 months,6 months,7 months,9 months,12 months",* Package Service * Laundry Facilities * Property Manager on Site * Concierge * 24 Hour Availability,* Built in 2015 * 408 Units/3 Stories,* Business Center * Clubhouse,* Grill * Balcony
[Westend Apartments](https://www.apartments.com/westend-apartments-denver-co/vmzq9pe/),720-458-9894,"[3500 Rockmont Dr, Denver, CO 80202](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/3500+Rockmont+Dr,+Denver,+CO+80202/data=!4m2!4m1!3e2)",701 - 752 Sq Ft,"1,038 - 1,171 Sq Ft","$1,520 - 4,975",1520-3375,2085-4975,"Dogs Allowed: We welcome 2 pets per apartment home. We allow cats and dogs. There is a pet deposit of $200 for 1st pet, $100 for additional pet, for dogs under 1 year $500 deposit, $200 fee per dog. Pet fee is $200 for 1st pet and $100 for an additional pet. Pet rent is $25 for 1 pet and $40 for 2 pets. Please call for complete pet policy information.  * $75 Deposit * $35 Monthly Pet Rent * $250 Fee * 200 lb Weight Limit * 2 Pet Limit",1.35 mi,7 mins,Surface Lot: $20 1 space.,* Fitness Center * Spa * Pool * Playground,* Dishwasher * Disposal * Stainless Steel Appliances * Microwave * Range,"* Coffee & Business Lounge w/ Fireplace, Coffee ... * Community Lounge with Open Kitchen, Dining & ... * Concierge Desk for Resident Services * Fitness Studio Multi-Level Club Including Yoga ... * Pedestrian Paseo * Pet Grooming Area * Pet Play Area * Rooftop Pool & Spa Terrace with Outdoor ... * Sky Deck Overlooking Pool Terrace with ... * Sky Deck with Billiards * Workshop for Recreational Gear",* Washer/Dryer * Air Conditioning * Heating * Fireplace,* Views * Walk-In Closets * Window Coverings,"3 months,6 months,7 months,9 months,12 months,13 months",* Package Service * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Concierge * Pet Play Area,* Built in 2014 * 390 Units/4 Stories,* Elevator * Business Center * Clubhouse * Lounge * Breakfast/Coffee Concierge * Storage Space,* Sundeck
[Downtown Belmar Apartments](https://www.apartments.com/downtown-belmar-apartments-lakewood-co/8wsttz0/),855-904-6118,"[445 S Saulsbury St, Lakewood, CO 80226](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/445+S+Saulsbury+St,+Lakewood,+CO+80226/data=!4m2!4m1!3e2)",659 Sq Ft,820 - 877 Sq Ft,"$1,440 - 2,343",1440-1539,1553-2343,Dogs and Cats Allowed: Contact the Leasing Office for more information.  * $200 Deposit * $25 Monthly Pet Rent * $200 Fee * 2 Pet Limit,8.3 mi,16 mins,Other Garage parking and off street parking available. Contact the Leasing Office for more information on our parking policies.,,* Dishwasher * Disposal * Island Kitchen * Microwave * Oven * Refrigerator,"* **in select apartment homes * *in select apartment homes * Adjacent to 16-Screen Movie Theater * BBQ/Picnic Area * Brushed-Nickel Finishes * Built-In Computer Desks * Built-In Computer Desks* * Ceiling Fans* * Ceiling Fans** * Central Heating * Cherry or Maple Cabinets * Controlled Access * Courtyard * Custom Tile Backsplash * Farmers Market - Summer Months * Free Concerts in the Plaza * Garage Parking Included * Granite Countertops * Hard Surface CounterTops * High Ceilings * Ice Skating Rink - Winter Months * Open Floor Plans * Oversized Windows * Patio/Balcony * Shops, Dining & Entertainment * Side-by-Side Refrigerator* * Side-by-Side Refrigerator** * Walk-In Closets * Walking Distance from Whole Foods * Washer/Dryer in Unit * Wood Floors * Wood-Style Flooring",* Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free,* Vaulted Ceiling * Walk-In Closets,"3 months,6 months,7 months,9 months,12 months,13 months",* Package Service * Maintenance on site * Property Manager on Site * Pet Care,* Built in 2004 * Renovated in Feb 2018 * 171 Units/3 Stories,* Elevator * Storage Space,* Courtyard * Balcony * Patio * Grill
[Advenir at Del Arte Townhomes](https://www.apartments.com/advenir-at-del-arte-townhomes-aurora-co/czlgdtg/),833-684-5302,"[151 S Joliet Cir, Aurora, CO 80012](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/151+S+Joliet+Cir,+Aurora,+CO+80012/data=!4m2!4m1!3e2)",906 Sq Ft,"1,228 Sq Ft","$1,439 - 1,780",1439-1679,1740-1780,Dogs Allowed Dog  * $35 Monthly Pet Rent * $325 - 650 Fee * 2 Pet Limit,17.45 mi,26 mins,Other Assigned Parking. Covered parking available,* Fitness Center * Pool,* Dishwasher * Refrigerator,* 24 Fitness Center * Attached Garages * Club House * Clubhouse With Wi-Fi * Full-size washer/dryer * High Ceilings * NightPatrol * On-site Management * Other * Pet Care Center * Private Patio/balcony * Resort- Inspired Swimming Pool * Small Community * Townhome Living * Washer/ Dryer Included * Wood Plank Flooring,* Washer/Dryer * Air Conditioning * Storage Units * Fireplace,* Vaulted Ceiling,,,* Built in 1986 * 351 Units/3 Stories,* Business Center,* Grill * Picnic Area * Pond * Balcony * Grill
[Park at Fitzsimons](https://www.apartments.com/park-at-fitzsimons-aurora-co/zqbwl2w/),303-872-4143,"[1360 Peoria St, Aurora, CO 80011](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1360+Peoria+St,+Aurora,+CO+80011/data=!4m2!4m1!3e2)",750 Sq Ft,830 Sq Ft,"$1,009 - 1,069",1009-1069,,Dogs Allowed: *Breed restrictions; Additional fee for 2nd pet 2 dogs per home  * $200 Deposit * $25 Monthly Pet Rent * $150 Fee * 1 Pet Limit,12.45 mi,22 mins,Surface Lot 1 space. Parking Available,* Fitness Center * Spa * Pool,* Dishwasher * Disposal * Granite Countertops * Stainless Steel Appliances * Pantry * Kitchen * Oven * Range * Refrigerator * Freezer * Instant Hot Water,"* Air Conditioning * Dishwasher* * Emergency Maintenance * Garbage Disposal * Granite Countertops * Hardwood Flooring in kitchen and bath * New/Renovated Interior * Plush carpeting in living and bedroom * Refrigerator * Stainless Steel Appliances * Swimming Pool, Hot Tub, Fitness Center * Swimming, Hot Tub, Fitness Center * Tile backsplash in kitchen and bath * White cabinetry * Work Out Facility",* High Speed Internet Access * Air Conditioning * Heating * Smoke Free * Cable Ready * Tub/Shower * Framed Mirrors,* Hardwood Floors * Carpet * Vinyl Flooring * Dining Room * Office * Views * Skylight * Walk-In Closets * Linen Closet * Window Coverings,None,* Package Service * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Planned Social Activities,* Built in 1968 * Renovated in Jan 2015 * 123 Units/3 Stories,,* Gated * Courtyard * Picnic Area * Lawn
[The Phenix At 4 Mile](https://www.apartments.com/the-phenix-at-4-mile-glendale-co/3s1v7te/),720-410-8889,"[601 S Forest St, Glendale, CO 80246](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/601+S+Forest+St,+Glendale,+CO+80246/data=!4m2!4m1!3e2)",560 Sq Ft,845 Sq Ft,"$975 - 1,400",995-1350,1299-1400,"Dogs and Cats Allowed: We welcome pets for a maximum of 3 pets per apartment home. There is $25 pet rent per pet, $100 fee per pet, and $200 deposit per pet. We allow up to Four pets per apartment. The Pet Deposit and Pet Fee amounts will be adjusted prior to move in to meet the parameters below: $200 Refundable Pet Deposit per Pet (Maximum $400/apartment) and $100 Non Refundable Pet Fee per Pet ( (Max...  * $400 Deposit * $50 Monthly Pet Rent * $100 - 200 Fee * 4 Pet Limit",6.35 mi,21 mins,Other Please call for parking information.,* Spa * Pool * Bike Storage * Walking/Biking Trails,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Kitchen * Oven * Range * Refrigerator * Freezer,,* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Tub/Shower * Handrails * Sprinkler System,* Hardwood Floors * Tile Floors * Dining Room * Views * Walk-In Closets * Double Pane Windows * Window Coverings,"3 months,13 months",* Package Service * Wi-Fi at Pool and Clubhouse * Laundry Facilities * Controlled Access * Property Manager on Site * Video Patrol * 24 Hour Availability * Recycling * Renters Insurance Program * Online Services * Planned Social Activities * Guest Apartment * Pet Care,* Built in 1972 * Renovated in Jun 2014 * 190 Units/3 Stories,* Vintage Building * Corporate Suites,* Gated * Courtyard * Grill * Picnic Area * Zen Garden * Lawn * Grill
[Veranda Highpointe](https://www.apartments.com/veranda-highpointe-denver-co/snk25x6/),720-943-6199,"[6343 E Girard Pl, Denver, CO 80222](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/6343+E+Girard+Pl,+Denver,+CO+80222/data=!4m2!4m1!3e2)",677 Sq Ft,"1,100 Sq Ft","$1,270 - 3,089",1415-2125,1995-3089,Dogs and Cats Allowed Breed Restrictions apply.  * $25 Monthly Pet Rent * $300 Fee * 2 Pet Limit,11.05 mi,18 mins,Covered,* Fitness Center * Spa * Pool * Bike Storage * Basketball Court,* Dishwasher * Disposal * Kitchen * Microwave,* 24 Hour Package Concierge * 9 Ft. Ceilings * Cable Ready * Ceiling Fan * Controlled Access * Denver's Only Lazy River * Disposal * Dry Cleaning Drop at Leasing Office * Dual-Pane Glass * Fire Sprinklers * Individual Air Conditioning * Indoor Corridor * Microwave Ovens in All Units * Mountain and City Views * Mountain Views * Nikko Lounge * Private Balcony/Patio* * Standard Ceiling Height * View * VINE Community Garden * Washer/Dryer in All Units,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Cable Ready,,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",* Package Service * Wi-Fi at Pool and Clubhouse * Controlled Access * Maintenance on site * Property Manager on Site * Concierge * 24 Hour Availability * Trash Pickup - Door to Door * Recycling * Renters Insurance Program * Online Services * Guest Apartment * Pet Play Area * Pet Washing Station,* Built in 2013 * 723 Units/3 Stories,* Elevator * Business Center * Clubhouse * Lounge * Storage Space * Disposal Chutes * Conference Room,* Gated * Sundeck
[The Boulevard Apartments](https://www.apartments.com/the-boulevard-apartments-denver-co/38qttcd/),720-545-1371,"[150 W 9th Ave, Denver, CO 80204](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/150+W+9th+Ave,+Denver,+CO+80204/data=!4m2!4m1!3e2)",829 - 865 Sq Ft,"1,491 - 1,792 Sq Ft","$1,600 - 3,775",1780-3100,2470-3775,"Dogs Allowed Pets must be at least six months old. We do not allow Pit Bulls or any mix combination of this breed. Based on our community’s location, there may be other breed restrictions that we follow in accordance with laws and local ordinances.  * $300 Deposit * $40 Monthly Pet Rent * $200 Fee * 2 Pet Limit",2.1 mi,9 mins,Covered and Street,* Fitness Center * Spa * Pool,* Dishwasher * Granite Countertops * Microwave * Refrigerator,* Air Conditioner * BBQ/Picnic Area * Bike Racks * Courtyard * Dishwasher * Disposal * Efficient Appliances * Electronic Thermostat * Extra Storage * Fireplace * Flexible Lease Terms * Free Weights * Hardwood Floors * High Ceilings * Large Closets * Media Room * Microwave * Package Receiving * Patio/Balcony * Recycling * Refrigerator * Washer/Dryer * Wheelchair Access * Window Coverings,* High Speed Internet Access * Wi-Fi * Air Conditioning * Ceiling Fans * Fireplace,* Hardwood Floors * Skylight * Walk-In Closets,None,* Package Service * Maintenance on site * Property Manager on Site,* Built in 2005 * 290 Units/4 Stories,* Elevator * Business Center * Clubhouse * Breakfast/Coffee Concierge,* Gated * Courtyard * Grill * Picnic Area
[8000 Uptown](https://www.apartments.com/8000-uptown-broomfield-co/q6zwdnw/),720-410-8187,"[8000 Uptown Ave, Broomfield, CO 80021](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/8000+Uptown+Ave,+Broomfield,+CO+80021/data=!4m2!4m1!3e2)",752 Sq Ft,"1,009 Sq Ft","$1,472 - 5,498",1472-3024,1550-3495,Dogs and Cats Allowed Breed Restrictions Apply. Contact us For Details.  * $200 Deposit * $35 Monthly Pet Rent * $200 Fee * 2 Pet Limit,14.55 mi,21 mins,Covered Assigned Parking.,* Fitness Center * Pool * Playground * Bike Storage * Gameroom,* Dishwasher * Stainless Steel Appliances * Pantry * Kitchen * Range * Refrigerator,"* 24-Hour Package Pick-Up * 2nd Floor * Attached Garage * BBQ Grilling Station * City View * Community Bike Storage * Community Playground * Conference Room with Wi-Fi * Corner Balcony* * Expansive 12-Foot Ceilings* * Extended Balcony* * Flush-Set Refrigerators * Full-Size Washers & Dryers * Fully Equipped 24-Hour Fitness Center * Gaming Area with Pool Table & Foosball * GE Stainless Steel Kitchen Appliances * Gourmet Kitchens with Backsplashes * Gourmet TopBrewer Coffee Tap * Kitchen Pantries * Large, Energy-Efficient, Dual-Pane Windows * Lounge with Flat-Screen TVs and Gas Fireplace * One- Two- and Three-Bedroom Floor Plans * On-Site Complimentary Beer Taps * Oversized Walk-In Closets* * Patios & Balconies * Personal Balconies* * Personal Patios* * Pond View * Prep Kitchen for Entertaining * Quartz Kitchen & Bath Countertops * Resort-Inspired Heated Pool & Spa * Self-Serve Beer on Tap * Smoke-Free Community * Under-Mounted Stainless Steel Kitchen Sinks * Upgraded Chrome Finishes * Walk-Out Patio* * Wood-Style Vinyl Flooring * Wrap Around Patio*",* High Speed Internet Access * Washer/Dryer * Heating,* Vaulted Ceiling * Double Pane Windows,None,* Car Charging Station,* Built in 2015 * 360 Units/3 Stories,* Business Center * Clubhouse * Lounge * Multi Use Room * Breakfast/Coffee Concierge * Conference Room,* Balcony * Patio * Grill
[Beacon85](https://www.apartments.com/beacon85-lakewood-co/kcyx2vb/),844-794-2616,"[85 S Union Blvd, Lakewood, CO 80228](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/85+S+Union+Blvd,+Lakewood,+CO+80228/data=!4m2!4m1!3e2)",650 Sq Ft,"1,035 - 1,098 Sq Ft","$1,363 - 2,365",1428-1804,1775-2365,Dogs and Cats Allowed: We welcome 2 pets per apartment home. There is a $200 pet deposit ($200 non-refundable) for each pet and a $200 pet fee. Pet rent is $30/month per pet. There is no weight limit for your pet however aggressive breeds are prohibited. Please contact leasing office for complete pet policy details.  * $200 Deposit * $30 Monthly Pet Rent * $200 Fee * 2 Pet Limit,10.5 mi,19 mins,Covered Covered parking available. Please contact leasing office for complete details.,* Fitness Center * Spa * Pool * Bike Storage,* Dishwasher * Disposal * Stainless Steel Appliances * Kitchen * Microwave * Refrigerator,* 9-foot Ceilings * Barn Doors in select homes * Bike Storage * Bike/Ski/Board Repair Shop * Billiards & Shuffle Board * Built-in Computer Desks in select homes * Ceiling Fans in Master Bedroom * Ceramic Kitchen Tile Surround * Electric Car Charging Stations * Expansive Walk-in Closets * Faux Wood Blinds * Fire Pit * Gear Shed * Indoor Puppy Play Date Room & Dog Wash * In-home Front Load Washer & Dryer * Modern Cabinetry with Undermount Lighting * Outdoor Dog Run * Outdoor Gaming Area with Grills * Quartz Countertops * Rainfall Shower Heads * Scenic Overlook Patios * Side-by-Side Refrigerator & Ice Dispenser * Spa-style Soaking Tubs * Tile Tub/Shower Surround * Two Distinct Interior Finish Options * Undermount Sinks in Kitchen and Bathroom * Whirlpool Stainless Steel Appliances * Wine Storage & Tasting Room * Wood-style Luxury Plank Flooring * Yoga & Spin Studio,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Storage Units,* Hardwood Floors * Views * Walk-In Closets,"6 months,7 months,9 months,12 months,13 months",* Package Service * Controlled Access * Renters Insurance Program * Online Services * Guest Apartment * Pet Care * Pet Play Area * Pet Washing Station,* Built in 2017 * 343 Units/7 Stories,* Elevator * Business Center * Clubhouse * Storage Space,* Courtyard * Patio * Grill
[Link 35](https://www.apartments.com/link-35-denver-co/7ly4mjz/),844-244-1715,"[3418 Larimer St, Denver, CO 80205](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/3418+Larimer+St,+Denver,+CO+80205/data=!4m2!4m1!3e2)",750 Sq Ft,918 Sq Ft,"$1,235 - 1,550",1425-1550,,Dogs Allowed Breed Restrictions Apply  * $200 Deposit * $25 Monthly Pet Rent * $200 Fee * 2 Pet Limit,1.7 mi,9 mins,Covered: $150 Assigned Parking.,* Fitness Center,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Microwave * Oven * Refrigerator,* Air Conditioner * BBQ/Picnic Area * Bike Racks * Cable Ready * Controlled Access/Gated * Courtyard * Dishwasher * Disposal * Electronic Thermostat * Extra Storage * Microwave * Patio/Balcony * Public Transportation * Refrigerator * Restaurants on site * Washer/Dryer,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Tub/Shower,* Vaulted Ceiling,None,* Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Recycling * Pet Washing Station,* Built in 2016 * 66 Units/4 Stories,* Elevator * Storage Space,* Gated * Courtyard * Grill * Balcony * Patio * Deck * Grill
